parlimen,variable,value
P.066 Batu Gajah,deaths_per_thousand,6.959271863408804
P.067 Kuala Kangsar,deaths_per_thousand,7.665720519801503
P.068 Beruas,deaths_per_thousand,7.3148735762717525
P.069 Parit,deaths_per_thousand,7.952384075555848
P.070 Kampar,deaths_per_thousand,7.56561328334226
P.071 Gopeng,deaths_per_thousand,6.946114430529606
P.072 Tapah,deaths_per_thousand,7.257279405257102
P.073 Pasir Salak,deaths_per_thousand,7.355407839970181
P.074 Lumut,deaths_per_thousand,7.448519948519948
P.075 Bagan Datuk,deaths_per_thousand,5.5951369370547095
P.076 Teluk Intan,deaths_per_thousand,7.014990539950517
P.077 Tanjong Malim,deaths_per_thousand,7.857044092169796
P.078 Cameron Highlands,deaths_per_thousand,5.323451125718739
P.079 Lipis,deaths_per_thousand,5.467702238662992
P.080 Raub,deaths_per_thousand,5.505218488358757
P.081 Jerantut,deaths_per_thousand,5.507249143369825
P.082 Indera Mahkota,deaths_per_thousand,5.274236179733757
P.083 Kuantan,deaths_per_thousand,5.052749771924489
P.084 Paya Besar,deaths_per_thousand,5.334228879811935
P.085 Pekan,deaths_per_thousand,5.356721661514778
P.086 Maran,deaths_per_thousand,5.4737453981786475
P.087 Kuala Krau,deaths_per_thousand,5.701941305274295
P.088 Temerloh,deaths_per_thousand,5.586079940189447
P.089 Bentong,deaths_per_thousand,5.840357891698712
P.090 Bera,deaths_per_thousand,5.440829701009565
P.091 Rompin,deaths_per_thousand,5.827725304022914
P.092 Sabak Bernam,deaths_per_thousand,3.741892566106769
P.093 Sungai Besar,deaths_per_thousand,3.646849291832754
P.094 Hulu Selangor,deaths_per_thousand,3.646167565360158
P.095 Tanjong Karang,deaths_per_thousand,3.6250041762720926
P.096 Kuala Selangor,deaths_per_thousand,3.643455210024173
P.097 Selayang,deaths_per_thousand,3.6609971675442967
P.098 Gombak,deaths_per_thousand,3.691220393634721
P.099 Ampang,deaths_per_thousand,3.7267263008084357
P.100 Pandan,deaths_per_thousand,3.6673365198999175
P.101 Hulu Langat,deaths_per_thousand,3.6683363591114286
P.102 Bangi,deaths_per_thousand,3.6023379566003357
P.103 Puchong,deaths_per_thousand,3.600928618453493
P.104 Subang,deaths_per_thousand,3.6431777209852894
P.105 Petaling Jaya,deaths_per_thousand,3.7428579314913466
P.106 Damansara,deaths_per_thousand,3.652927139777242
P.107 Sungai Buloh,deaths_per_thousand,3.584064167425351
P.108 Shah Alam,deaths_per_thousand,3.5396414773957536
P.109 Kapar,deaths_per_thousand,3.5951635656125314
P.110 Klang,deaths_per_thousand,3.609356795831277
P.111 Kota Raja,deaths_per_thousand,3.6150290387578523
P.112 Kuala Langat,deaths_per_thousand,3.6018826919419005
P.113 Sepang,deaths_per_thousand,3.4795598630037166
P.126 Jelebu,deaths_per_thousand,5.654205607476635
P.127 Jempol,deaths_per_thousand,5.81293424002805
P.128 Seremban,deaths_per_thousand,5.757375605460149
P.129 Kuala Pilah,deaths_per_thousand,6.182750267590558
P.130 Rasah,deaths_per_thousand,5.834323908256524
P.131 Rembau,deaths_per_thousand,5.837047890432855
P.132 Port Dickson,deaths_per_thousand,5.878065046450672
P.133 Tampin,deaths_per_thousand,5.855452038627827
P.134 Masjid Tanah,deaths_per_thousand,5.73733657996217
P.135 Alor Gajah,deaths_per_thousand,4.4834661226493955
P.136 Tangga Batu,deaths_per_thousand,5.645523725843673
P.137 Hang Tuah Jaya,deaths_per_thousand,5.650732472113799
P.138 Kota Melaka,deaths_per_thousand,5.5243745618799585
P.139 Jasin,deaths_per_thousand,5.7830537199604555
P.140 Segamat,deaths_per_thousand,5.433424109668338
P.141 Sekijang,deaths_per_thousand,5.394028759751471
P.142 Labis,deaths_per_thousand,5.3296858786906895
P.143 Pagoh,deaths_per_thousand,5.010398941198715
P.144 Ledang,deaths_per_thousand,5.041367674262599
P.145 Bakri,deaths_per_thousand,5.074752735262134
P.146 Muar,deaths_per_thousand,4.877075749264449
P.147 Parit Sulong,deaths_per_thousand,5.072877098023034
P.148 Ayer Hitam,deaths_per_thousand,5.223932576443547
P.149 Sri Gading,deaths_per_thousand,4.544572205031001
P.150 Batu Pahat,deaths_per_thousand,4.957831325301204
P.151 Simpang Renggam,deaths_per_thousand,5.046797577537163
P.152 Kluang,deaths_per_thousand,5.2432623534850835
P.153 Sembrong,deaths_per_thousand,4.888323037990601
P.154 Mersing,deaths_per_thousand,5.128205128205129
P.155 Tenggara,deaths_per_thousand,5.4048888228173375
P.156 Kota Tinggi,deaths_per_thousand,5.333147428412082
P.157 Pengerang,deaths_per_thousand,4.8142762349818575
P.158 Tebrau,deaths_per_thousand,5.266513349338372
P.159 Pasir Gudang,deaths_per_thousand,5.299192226742203
P.160 Johor Bahru,deaths_per_thousand,5.274908195227839
P.161 Pulai,deaths_per_thousand,5.255656511669339
P.162 Iskandar Puteri,deaths_per_thousand,5.168674348945827
P.163 Kulai,deaths_per_thousand,4.916424266885638
P.164 Pontian,deaths_per_thousand,5.30705079605762
P.165 Tanjung Piai,deaths_per_thousand,5.199912606510814
P.167 Kudat,deaths_per_thousand,4.3109968234760245
P.168 Kota Marudu,deaths_per_thousand,4.240084801696034
P.169 Kota Belud,deaths_per_thousand,4.326622716634185
P.170 Tuaran,deaths_per_thousand,4.230381697486961
P.171 Sepanggar,deaths_per_thousand,4.353864500837168
P.172 Kota Kinabalu,deaths_per_thousand,4.194322341114867
P.173 Putatan,deaths_per_thousand,4.305443434632778
P.174 Penampang,deaths_per_thousand,4.229715572636262
P.175 Papar,deaths_per_thousand,4.449023556408935
P.176 Kimanis,deaths_per_thousand,4.285034121568005
P.177 Beaufort,deaths_per_thousand,4.279655324620492
P.178 Sipitang,deaths_per_thousand,4.220296472072451
P.179 Ranau,deaths_per_thousand,4.925421681148645
P.180 Keningau,deaths_per_thousand,4.319305215503303
P.181 Tenom,deaths_per_thousand,4.37985267768266
P.182 Pensiangan,deaths_per_thousand,4.6546018739621084
P.183 Beluran,deaths_per_thousand,4.215067381710961
P.184 Libaran,deaths_per_thousand,4.199426078435947
P.185 Batu Sapi,deaths_per_thousand,4.344266403782854
P.186 Sandakan,deaths_per_thousand,4.224472351896903
P.187 Kinabatangan,deaths_per_thousand,4.188127929954138
P.188 Lahad Datu,deaths_per_thousand,4.119512602236688
P.189 Semporna,deaths_per_thousand,4.202008560091724
P.190 Tawau,deaths_per_thousand,4.259730795424477
P.191 Kalabakan,deaths_per_thousand,4.198117208040031
P.192 Mas Gading,deaths_per_thousand,5.91048722634833
P.193 Santubong,deaths_per_thousand,5.8088678652410595
P.194 Petra Jaya,deaths_per_thousand,5.8350407458242985
P.195 Bandar Kuching,deaths_per_thousand,5.770553835569316
P.196 Stampin,deaths_per_thousand,5.805378456956794
P.197 Kota Samarahan,deaths_per_thousand,5.658556279609641
P.198 Puncak Borneo,deaths_per_thousand,5.904926962119337
P.199 Serian,deaths_per_thousand,5.717154703291008
P.200 Batang Sadong,deaths_per_thousand,5.698343918798599
P.201 Batang Lupar,deaths_per_thousand,5.89478077153812
P.202 Sri Aman,deaths_per_thousand,6.01307605427676
P.203 Lubok Antu,deaths_per_thousand,5.937266616878267
P.204 Betong,deaths_per_thousand,5.919722783713543
P.205 Saratok,deaths_per_thousand,6.023367764096858
P.206 Tanjong Manis,deaths_per_thousand,5.859375
P.207 Igan,deaths_per_thousand,5.87848692858186
P.208 Sarikei,deaths_per_thousand,5.913866277047242
P.209 Julau,deaths_per_thousand,5.893070659910038
P.210 Kanowit,deaths_per_thousand,5.82995951417004
P.211 Lanang,deaths_per_thousand,5.746688268369389
P.212 Sibu,deaths_per_thousand,5.594247531326373
P.213 Mukah,deaths_per_thousand,5.871227695090864
P.214 Selangau,deaths_per_thousand,5.8050063309632804
P.215 Kapit,deaths_per_thousand,5.843432391259862
P.216 Hulu Rajang,deaths_per_thousand,5.576807853620316
P.217 Bintulu,deaths_per_thousand,5.550853044887472
P.218 Sibuti,deaths_per_thousand,5.635072692437733
P.219 Miri,deaths_per_thousand,5.613098847786538
P.220 Baram,deaths_per_thousand,4.976456322146806
P.221 Limbang,deaths_per_thousand,5.925301258294312
P.222 Lawas,deaths_per_thousand,5.764397333624741
P.114 Kepong,deaths_per_thousand,3.766513808981252
P.115 Batu,deaths_per_thousand,3.6005695197415255
P.116 Wangsa Maju,deaths_per_thousand,4.192949907235621
P.117 Segambut,deaths_per_thousand,4.288276215438582
P.118 Setiawangsa,deaths_per_thousand,4.432509602637751
P.119 Titiwangsa,deaths_per_thousand,4.357227099986895
P.120 Bukit Bintang,deaths_per_thousand,4.073708402127289
P.121 Lembah Pantai,deaths_per_thousand,4.213540048887869
P.122 Seputeh,deaths_per_thousand,4.368843233254059
P.123 Cheras,deaths_per_thousand,4.351251260832113
P.124 Bandar Tun Razak,deaths_per_thousand,4.380141962596305
P.125 Putrajaya,deaths_per_thousand,1.9230417025329207
P.166 Labuan,deaths_per_thousand,3.301093355761144
