parlimen,variable,value
P.146 Muar,poverty_incidence,4.2
P.147 Parit Sulong,poverty_incidence,5.2
P.148 Ayer Hitam,poverty_incidence,2.7
P.149 Sri Gading,poverty_incidence,2.3
P.150 Batu Pahat,poverty_incidence,2.5
P.151 Simpang Renggam,poverty_incidence,9.9
P.152 Kluang,poverty_incidence,3.6
P.153 Sembrong,poverty_incidence,5.4
P.154 Mersing,poverty_incidence,12.1
P.155 Tenggara,poverty_incidence,5.1
P.156 Kota Tinggi,poverty_incidence,9.7
P.157 Pengerang,poverty_incidence,4.4
P.158 Tebrau,poverty_incidence,3.7
P.159 Pasir Gudang,poverty_incidence,4.9
P.160 Johor Bahru,poverty_incidence,3.4
P.161 Pulai,poverty_incidence,1.1
P.162 Iskandar Puteri,poverty_incidence,2.4
P.163 Kulai,poverty_incidence,4.2
P.164 Pontian,poverty_incidence,4.9
P.165 Tanjung Piai,poverty_incidence,6.6
P.167 Kudat,poverty_incidence,47.0
P.168 Kota Marudu,poverty_incidence,44.2
P.169 Kota Belud,poverty_incidence,34.1
P.170 Tuaran,poverty_incidence,16.3
P.171 Sepanggar,poverty_incidence,9.8
P.172 Kota Kinabalu,poverty_incidence,1.6
P.173 Putatan,poverty_incidence,11.7
P.174 Penampang,poverty_incidence,4.2
P.175 Papar,poverty_incidence,12.1
P.176 Kimanis,poverty_incidence,18.4
P.177 Beaufort,poverty_incidence,28.0
P.178 Sipitang,poverty_incidence,10.4
P.179 Ranau,poverty_incidence,26.8
P.180 Keningau,poverty_incidence,14.7
P.181 Tenom,poverty_incidence,17.2
P.182 Pensiangan,poverty_incidence,31.1
P.183 Beluran,poverty_incidence,43.3
P.184 Libaran,poverty_incidence,20.2
P.185 Batu Sapi,poverty_incidence,13.7
P.186 Sandakan,poverty_incidence,16.8
P.187 Kinabatangan,poverty_incidence,41.7
P.188 Lahad Datu,poverty_incidence,19.9
P.189 Semporna,poverty_incidence,31.5
P.190 Tawau,poverty_incidence,13.5
P.191 Kalabakan,poverty_incidence,14.8
P.192 Mas Gading,poverty_incidence,9.5
P.193 Santubong,poverty_incidence,11.7
P.194 Petra Jaya,poverty_incidence,6.1
P.195 Bandar Kuching,poverty_incidence,4.3
P.196 Stampin,poverty_incidence,3.0
P.197 Kota Samarahan,poverty_incidence,7.7
P.198 Puncak Borneo,poverty_incidence,11.0
P.199 Serian,poverty_incidence,20.8
P.200 Batang Sadong,poverty_incidence,18.4
P.201 Batang Lupar,poverty_incidence,28.4
P.202 Sri Aman,poverty_incidence,9.3
P.203 Lubok Antu,poverty_incidence,8.8
P.204 Betong,poverty_incidence,23.0
P.205 Saratok,poverty_incidence,17.6
P.206 Tanjong Manis,poverty_incidence,14.8
P.207 Igan,poverty_incidence,21.8
P.208 Sarikei,poverty_incidence,9.1
P.209 Julau,poverty_incidence,18.1
P.210 Kanowit,poverty_incidence,21.9
P.211 Lanang,poverty_incidence,10.8
P.212 Sibu,poverty_incidence,4.0
P.213 Mukah,poverty_incidence,10.3
P.214 Selangau,poverty_incidence,11.1
P.215 Kapit,poverty_incidence,4.7
P.216 Hulu Rajang,poverty_incidence,6.1
P.217 Bintulu,poverty_incidence,2.4
P.218 Sibuti,poverty_incidence,7.9
P.219 Miri,poverty_incidence,4.0
P.220 Baram,poverty_incidence,14.4
P.221 Limbang,poverty_incidence,11.0
P.222 Lawas,poverty_incidence,14.6
P.114 Kepong,poverty_incidence,0.0
P.115 Batu,poverty_incidence,0.3
P.116 Wangsa Maju,poverty_incidence,0.0
P.117 Segambut,poverty_incidence,0.0
P.118 Setiawangsa,poverty_incidence,0.3
P.119 Titiwangsa,poverty_incidence,0.5
P.120 Bukit Bintang,poverty_incidence,0.0
P.121 Lembah Pantai,poverty_incidence,0.0
P.122 Seputeh,poverty_incidence,0.5
P.123 Cheras,poverty_incidence,0.2
P.124 Bandar Tun Razak,poverty_incidence,0.0
P.125 Putrajaya,poverty_incidence,0.4
P.166 Labuan,poverty_incidence,3.1
P.001 Padang Besar,income_median_norm,13.304093567251464
P.002 Kangar,income_median_norm,19.56755924899969
P.003 Arau,income_median_norm,17.29763004001231
P.004 Langkawi,income_median_norm,27.385349338257928
P.005 Jerlun,income_median_norm,13.542628501077253
P.006 Kubang Pasu,income_median_norm,20.883348722683902
P.007 Padang Terap,income_median_norm,10.587873191751306
P.008 Pokok Sena,income_median_norm,16.135734072022164
P.009 Alor Setar,income_median_norm,16.905201600492457
P.010 Kuala Kedah,income_median_norm,15.843336411203449
P.011 Pendang,income_median_norm,10.918744228993535
P.012 Jerai,income_median_norm,7.440751000307788
P.013 Sik,income_median_norm,13.465681748230224
P.014 Merbok,income_median_norm,15.42012927054478
P.015 Sungai Petani,income_median_norm,15.597106802092949
P.016 Baling,income_median_norm,9.518313327177594
P.017 Padang Serai,income_median_norm,15.951061865189292
P.018 Kulim-Bandar Baharu,income_median_norm,17.020621729763004
P.019 Tumpat,income_median_norm,8.879655278547244
P.020 Pengkalan Chepa,income_median_norm,14.127423822714679
P.021 Kota Bharu,income_median_norm,13.665743305632503
P.022 Pasir Mas,income_median_norm,12.34995383194829
P.023 Rantau Panjang,income_median_norm,5.0400123114804565
P.024 Kubang Kerian,income_median_norm,15.920283164050478
P.025 Bachok,income_median_norm,9.810710987996305
P.026 Ketereh,income_median_norm,12.94244382887042
P.027 Tanah Merah,income_median_norm,7.425361649738381
P.028 Pasir Puteh,income_median_norm,8.556478916589718
P.029 Machang,income_median_norm,10.480147737765467
P.030 Jeli,income_median_norm,3.3856571252693115
P.031 Kuala Krai,income_median_norm,4.232071406586641
P.032 Gua Musang,income_median_norm,4.616805170821792
P.033 Besut,income_median_norm,17.413050169282858
P.034 Setiu,income_median_norm,15.13542628501077
P.035 Kuala Nerus,income_median_norm,33.694983071714375
P.036 Kuala Terengganu,income_median_norm,25.661742074484454
P.037 Marang,income_median_norm,22.1683594952293
P.038 Hulu Terengganu,income_median_norm,16.68975069252078
P.039 Dungun,income_median_norm,28.401046475838722
P.040 Kemaman,income_median_norm,32.67159125884888
P.041 Kepala Batas,income_median_norm,25.377039088950443
P.042 Tasek Gelugor,income_median_norm,24.776854416743614
P.043 Bagan,income_median_norm,25.400123114804554
P.044 Permatang Pauh,income_median_norm,21.82979378270237
P.045 Bukit Mertajam,income_median_norm,29.432132963988916
P.046 Batu Kawan,income_median_norm,28.647276084949215
P.047 Nibong Tebal,income_median_norm,24.469067405355492
P.048 Bukit Bendera,income_median_norm,38.28870421668206
P.049 Tanjong,income_median_norm,29.155124653739616
P.050 Jelutong,income_median_norm,37.14989227454602
P.051 Bukit Gelugor,income_median_norm,29.809172052939363
P.052 Bayan Baru,income_median_norm,35.664819944598335
P.053 Balik Pulau,income_median_norm,31.848261003385655
P.054 Gerik,income_median_norm,13.573407202216067
P.055 Lenggong,income_median_norm,5.063096337334564
P.056 Larut,income_median_norm,13.611880578639582
P.057 Parit Buntar,income_median_norm,16.582025238534936
P.058 Bagan Serai,income_median_norm,16.905201600492457
P.059 Bukit Gantang,income_median_norm,11.172668513388736
P.060 Taiping,income_median_norm,18.50569405971068
P.061 Padang Rengas,income_median_norm,15.143120960295473
P.062 Sungai Siput,income_median_norm,7.9255155432440745
P.063 Tambun,income_median_norm,20.144659895352415
P.064 Ipoh Timor,income_median_norm,15.943367189904588
P.065 Ipoh Barat,income_median_norm,17.320714065866422
P.066 Batu Gajah,income_median_norm,11.72668513388735
P.067 Kuala Kangsar,income_median_norm,11.965220067713144
P.068 Beruas,income_median_norm,12.519236688211759
P.069 Parit,income_median_norm,17.566943674976915
P.070 Kampar,income_median_norm,10.056940597106802
P.071 Gopeng,income_median_norm,16.897506925207754
P.072 Tapah,income_median_norm,11.842105263157894
P.073 Pasir Salak,income_median_norm,6.463527239150508
P.074 Lumut,income_median_norm,25.369344413665747
P.075 Bagan Datuk,income_median_norm,16.174207448445674
P.076 Teluk Intan,income_median_norm,9.964604493690366
P.077 Tanjong Malim,income_median_norm,13.157894736842106
P.078 Cameron Highlands,income_median_norm,22.57617728531856
P.079 Lipis,income_median_norm,9.864573714989227
P.080 Raub,income_median_norm,11.272699292089875
P.081 Jerantut,income_median_norm,10.480147737765467
P.082 Indera Mahkota,income_median_norm,28.508771929824565
P.083 Kuantan,income_median_norm,26.354262850107727
P.084 Paya Besar,income_median_norm,19.621421975992615
P.085 Pekan,income_median_norm,15.720221606648199
P.086 Maran,income_median_norm,9.51061865189289
P.087 Kuala Krau,income_median_norm,11.434287473068636
P.088 Temerloh,income_median_norm,14.750692520775626
P.089 Bentong,income_median_norm,14.450600184672208
P.090 Bera,income_median_norm,10.180055401662049
P.091 Rompin,income_median_norm,9.48753462603878
P.092 Sabak Bernam,income_median_norm,7.894736842105264
P.093 Sungai Besar,income_median_norm,21.398891966759006
P.094 Hulu Selangor,income_median_norm,30.032317636195753
P.095 Tanjong Karang,income_median_norm,16.381963681132657
P.096 Kuala Selangor,income_median_norm,26.638965835641738
P.097 Selayang,income_median_norm,41.85903354878424
P.098 Gombak,income_median_norm,46.706678978147124
P.099 Ampang,income_median_norm,53.07017543859649
P.100 Pandan,income_median_norm,45.675592489996916
P.101 Hulu Langat,income_median_norm,51.5389350569406
P.102 Bangi,income_median_norm,46.083410280086184
P.103 Puchong,income_median_norm,40.004616805170826
P.104 Subang,income_median_norm,58.46414281317328
P.105 Petaling Jaya,income_median_norm,50.754078177900894
P.106 Damansara,income_median_norm,54.93228685749462
P.107 Sungai Buloh,income_median_norm,37.41151123422591
P.108 Shah Alam,income_median_norm,62.38073253308711
P.109 Kapar,income_median_norm,32.240689442905506
P.110 Klang,income_median_norm,45.437057556171126
P.111 Kota Raja,income_median_norm,47.999384425977226
P.112 Kuala Langat,income_median_norm,36.54970760233918
P.113 Sepang,income_median_norm,46.568174823022474
P.126 Jelebu,income_median_norm,12.965527854724531
P.127 Jempol,income_median_norm,9.272083718067098
P.128 Seremban,income_median_norm,24.522930132348417
P.129 Kuala Pilah,income_median_norm,9.549092028316405
P.130 Rasah,income_median_norm,26.26192674669129
P.131 Rembau,income_median_norm,21.075715604801477
P.132 Port Dickson,income_median_norm,20.106186518928904
P.133 Tampin,income_median_norm,15.227762388427205
P.134 Masjid Tanah,income_median_norm,20.883348722683902
P.135 Alor Gajah,income_median_norm,28.03170206217298
P.136 Tangga Batu,income_median_norm,28.89350569405971
P.137 Hang Tuah Jaya,income_median_norm,32.11757463835026
P.138 Kota Melaka,income_median_norm,28.885811018775005
P.139 Jasin,income_median_norm,25.669436749769158
P.140 Segamat,income_median_norm,25.384733764235147
P.141 Sekijang,income_median_norm,23.807325330871034
P.142 Labis,income_median_norm,25.315481686672822
P.143 Pagoh,income_median_norm,18.76731301939058
P.144 Ledang,income_median_norm,25.884887657740844
P.145 Bakri,income_median_norm,29.378270236996
P.146 Muar,income_median_norm,30.89412126808249
P.147 Parit Sulong,income_median_norm,26.10033856571253
P.148 Ayer Hitam,income_median_norm,28.83964296706679
P.149 Sri Gading,income_median_norm,36.488150200061554
P.150 Batu Pahat,income_median_norm,31.57894736842105
P.151 Simpang Renggam,income_median_norm,14.365958756540476
P.152 Kluang,income_median_norm,22.399199753770393
P.153 Sembrong,income_median_norm,16.88981224992305
P.154 Mersing,income_median_norm,11.926746691289626
P.155 Tenggara,income_median_norm,24.676823638042475
P.156 Kota Tinggi,income_median_norm,16.420437057556168
P.157 Pengerang,income_median_norm,25.10772545398584
P.158 Tebrau,income_median_norm,36.90366266543552
P.159 Pasir Gudang,income_median_norm,34.14127423822714
P.160 Johor Bahru,income_median_norm,32.925515543244074
P.161 Pulai,income_median_norm,45.70637119113573
P.162 Iskandar Puteri,income_median_norm,42.08217913204062
P.163 Kulai,income_median_norm,34.533702677747
P.164 Pontian,income_median_norm,25.746383502616187
P.165 Tanjung Piai,income_median_norm,21.329639889196674
P.167 Kudat,income_median_norm,0.0
P.168 Kota Marudu,income_median_norm,0.6001846722068329
P.169 Kota Belud,income_median_norm,5.224684518313328
P.170 Tuaran,income_median_norm,10.780240073868882
P.171 Sepanggar,income_median_norm,23.86118805786396
P.172 Kota Kinabalu,income_median_norm,37.503847337642355
P.173 Putatan,income_median_norm,20.483225607879344
P.174 Penampang,income_median_norm,24.538319482917824
P.175 Papar,income_median_norm,17.843951985226223
P.176 Kimanis,income_median_norm,13.111726685133888
P.177 Beaufort,income_median_norm,7.032933210218527
P.178 Sipitang,income_median_norm,12.29609110495537
P.179 Ranau,income_median_norm,9.025854108956601
P.180 Keningau,income_median_norm,13.881194213604186
P.181 Tenom,income_median_norm,9.072022160664819
P.182 Pensiangan,income_median_norm,9.926131117266852
P.183 Beluran,income_median_norm,3.862726992920898
P.184 Libaran,income_median_norm,18.14404432132964
P.185 Batu Sapi,income_median_norm,20.552477685441676
P.186 Sandakan,income_median_norm,21.891351184979992
P.187 Kinabatangan,income_median_norm,4.8245614035087705
P.188 Lahad Datu,income_median_norm,13.304093567251464
P.189 Semporna,income_median_norm,9.202831640504769
P.190 Tawau,income_median_norm,16.52816251154201
P.191 Kalabakan,income_median_norm,14.766081871345026
P.192 Mas Gading,income_median_norm,11.518928901200368
P.193 Santubong,income_median_norm,18.89042782394583
P.194 Petra Jaya,income_median_norm,30.701754385964914
P.195 Bandar Kuching,income_median_norm,24.061249615266238
P.196 Stampin,income_median_norm,28.801169590643273
P.197 Kota Samarahan,income_median_norm,22.583871960603265
P.198 Puncak Borneo,income_median_norm,11.034164358264082
P.199 Serian,income_median_norm,7.14065866420437
P.200 Batang Sadong,income_median_norm,4.532163742690059
P.201 Batang Lupar,income_median_norm,1.7928593413357952
P.202 Sri Aman,income_median_norm,7.979378270236996
P.203 Lubok Antu,income_median_norm,3.6472760849492154
P.204 Betong,income_median_norm,3.216374269005847
P.205 Saratok,income_median_norm,5.063096337334564
P.206 Tanjong Manis,income_median_norm,4.963065558633424
P.207 Igan,income_median_norm,4.878424130501692
P.208 Sarikei,income_median_norm,8.871960603262544
P.209 Julau,income_median_norm,2.1468144044321313
P.210 Kanowit,income_median_norm,2.4930747922437675
P.211 Lanang,income_median_norm,16.32810095413973
P.212 Sibu,income_median_norm,21.18344105878732
P.213 Mukah,income_median_norm,11.418898122499229
P.214 Selangau,income_median_norm,8.456448137888582
P.215 Kapit,income_median_norm,4.847645429362881
P.216 Hulu Rajang,income_median_norm,9.449061249615266
P.217 Bintulu,income_median_norm,30.947983995075408
P.218 Sibuti,income_median_norm,18.14404432132964
P.219 Miri,income_median_norm,29.470606340412434
P.220 Baram,income_median_norm,7.086795937211448
P.221 Limbang,income_median_norm,17.559248999692212
P.222 Lawas,income_median_norm,12.773160972606956
P.114 Kepong,income_median_norm,68.69806094182826
P.115 Batu,income_median_norm,54.47830101569714
P.116 Wangsa Maju,income_median_norm,56.70975684826101
P.117 Segambut,income_median_norm,100.0
P.118 Setiawangsa,income_median_norm,56.20960295475531
P.119 Titiwangsa,income_median_norm,57.56386580486304
P.120 Bukit Bintang,income_median_norm,67.05140043090182
P.121 Lembah Pantai,income_median_norm,57.36380424746076
P.122 Seputeh,income_median_norm,67.45921822099108
P.123 Cheras,income_median_norm,60.92643890427824
P.124 Bandar Tun Razak,income_median_norm,54.52446906740536
P.125 Putrajaya,income_median_norm,58.7642351492767
P.166 Labuan,income_median_norm,33.70267774699907
P.001 Padang Besar,expenditure_avg_norm,16.331124171564337
P.002 Kangar,expenditure_avg_norm,23.083656371139174
P.003 Arau,expenditure_avg_norm,19.169688633237467
P.004 Langkawi,expenditure_avg_norm,18.581968238089285
P.005 Jerlun,expenditure_avg_norm,11.50431411779417
P.006 Kubang Pasu,expenditure_avg_norm,31.411779417281483
P.007 Padang Terap,expenditure_avg_norm,19.6448668250594
P.008 Pokok Sena,expenditure_avg_norm,21.458046767537827
P.009 Alor Setar,expenditure_avg_norm,28.735775915968485
P.010 Kuala Kedah,expenditure_avg_norm,29.198449418531947
P.011 Pendang,expenditure_avg_norm,11.87945479554833
P.012 Jerai,expenditure_avg_norm,9.841190446417404
P.013 Sik,expenditure_avg_norm,13.417531574340376
P.014 Merbok,expenditure_avg_norm,19.3322495935976
P.015 Sungai Petani,expenditure_avg_norm,17.59409778667
P.016 Baling,expenditure_avg_norm,8.590721520570213
P.017 Padang Serai,expenditure_avg_norm,14.880580217581592
P.018 Kulim-Bandar Baharu,expenditure_avg_norm,17.01888208078029
P.019 Tumpat,expenditure_avg_norm,19.119669876203577
P.020 Pengkalan Chepa,expenditure_avg_norm,22.34587970488933
P.021 Kota Bharu,expenditure_avg_norm,21.520570213830187
P.022 Pasir Mas,expenditure_avg_norm,22.05827185194448
P.023 Rantau Panjang,expenditure_avg_norm,10.841565587095157
P.024 Kubang Kerian,expenditure_avg_norm,27.32274602976116
P.025 Bachok,expenditure_avg_norm,11.179192197073899
P.026 Ketereh,expenditure_avg_norm,23.283731399274725
P.027 Tanah Merah,expenditure_avg_norm,14.205326997624109
P.028 Pasir Puteh,expenditure_avg_norm,15.718394397899214
P.029 Machang,expenditure_avg_norm,15.105664624234084
P.030 Jeli,expenditure_avg_norm,5.739652369638613
P.031 Kuala Krai,expenditure_avg_norm,8.215580842816056
P.032 Gua Musang,expenditure_avg_norm,13.154933099912466
P.033 Besut,expenditure_avg_norm,24.90934100287608
P.034 Setiu,expenditure_avg_norm,22.17081405527073
P.035 Kuala Nerus,expenditure_avg_norm,35.850944104039016
P.036 Kuala Terengganu,expenditure_avg_norm,34.40040015005627
P.037 Marang,expenditure_avg_norm,29.72364636738777
P.038 Hulu Terengganu,expenditure_avg_norm,25.07190196323621
P.039 Dungun,expenditure_avg_norm,35.513317494060274
P.040 Kemaman,expenditure_avg_norm,35.06314868075529
P.041 Kepala Batas,expenditure_avg_norm,24.021508065524575
P.042 Tasek Gelugor,expenditure_avg_norm,21.370513942728525
P.043 Bagan,expenditure_avg_norm,28.398149305989744
P.044 Permatang Pauh,expenditure_avg_norm,22.095785919719898
P.045 Bukit Mertajam,expenditure_avg_norm,33.43753907715393
P.046 Batu Kawan,expenditure_avg_norm,35.413279979992495
P.047 Nibong Tebal,expenditure_avg_norm,24.509190946604978
P.048 Bukit Bendera,expenditure_avg_norm,53.53257471551832
P.049 Tanjong,expenditure_avg_norm,35.013129923721394
P.050 Jelutong,expenditure_avg_norm,36.326122295860955
P.051 Bukit Gelugor,expenditure_avg_norm,35.75090658997124
P.052 Bayan Baru,expenditure_avg_norm,46.44241590596474
P.053 Balik Pulau,expenditure_avg_norm,41.49055895960986
P.054 Gerik,expenditure_avg_norm,15.305739652369642
P.055 Lenggong,expenditure_avg_norm,4.114042766037265
P.056 Larut,expenditure_avg_norm,21.970739027135178
P.057 Parit Buntar,expenditure_avg_norm,25.947230211329245
P.058 Bagan Serai,expenditure_avg_norm,21.420532699762408
P.059 Bukit Gantang,expenditure_avg_norm,18.944604226584968
P.060 Taiping,expenditure_avg_norm,25.834688008003003
P.061 Padang Rengas,expenditure_avg_norm,29.698636988870827
P.062 Sungai Siput,expenditure_avg_norm,10.028760785294484
P.063 Tambun,expenditure_avg_norm,25.38451919469801
P.064 Ipoh Timor,expenditure_avg_norm,26.822558459422286
P.065 Ipoh Barat,expenditure_avg_norm,39.57734150306365
P.066 Batu Gajah,expenditure_avg_norm,13.667625359509817
P.067 Kuala Kangsar,expenditure_avg_norm,17.931724396648743
P.068 Beruas,expenditure_avg_norm,20.482681005377014
P.069 Parit,expenditure_avg_norm,26.559959984994375
P.070 Kampar,expenditure_avg_norm,9.553582593472552
P.071 Gopeng,expenditure_avg_norm,21.020382643491306
P.072 Tapah,expenditure_avg_norm,14.192822308365638
P.073 Pasir Salak,expenditure_avg_norm,9.478554457921721
P.074 Lumut,expenditure_avg_norm,27.147680380142557
P.075 Bagan Datuk,expenditure_avg_norm,18.669501062898586
P.076 Teluk Intan,expenditure_avg_norm,18.306865074402904
P.077 Tanjong Malim,expenditure_avg_norm,16.7937976741278
P.078 Cameron Highlands,expenditure_avg_norm,27.110166312367138
P.079 Lipis,expenditure_avg_norm,18.044266599974993
P.080 Raub,expenditure_avg_norm,28.185569588595722
P.081 Jerantut,expenditure_avg_norm,11.69188445667125
P.082 Indera Mahkota,expenditure_avg_norm,34.45041890709015
P.083 Kuantan,expenditure_avg_norm,33.62510941603101
P.084 Paya Besar,expenditure_avg_norm,23.633862698511944
P.085 Pekan,expenditure_avg_norm,18.669501062898586
P.086 Maran,expenditure_avg_norm,18.619482305864697
P.087 Kuala Krau,expenditure_avg_norm,21.595598349381017
P.088 Temerloh,expenditure_avg_norm,14.84306614980618
P.089 Bentong,expenditure_avg_norm,22.25834688008003
P.090 Bera,expenditure_avg_norm,12.167062648493182
P.091 Rompin,expenditure_avg_norm,18.619482305864697
P.092 Sabak Bernam,expenditure_avg_norm,14.180317619107168
P.093 Sungai Besar,expenditure_avg_norm,34.55045642115793
P.094 Hulu Selangor,expenditure_avg_norm,28.973365011879455
P.095 Tanjong Karang,expenditure_avg_norm,24.034012754783046
P.096 Kuala Selangor,expenditure_avg_norm,31.424284106539954
P.097 Selayang,expenditure_avg_norm,37.88920845316994
P.098 Gombak,expenditure_avg_norm,42.52844816806302
P.099 Ampang,expenditure_avg_norm,55.08315618356883
P.100 Pandan,expenditure_avg_norm,40.277604101538074
P.101 Hulu Langat,expenditure_avg_norm,42.96611229210954
P.102 Bangi,expenditure_avg_norm,42.853570088783286
P.103 Puchong,expenditure_avg_norm,48.35563336251094
P.104 Subang,expenditure_avg_norm,63.51131674377892
P.105 Petaling Jaya,expenditure_avg_norm,55.570839064649235
P.106 Damansara,expenditure_avg_norm,66.16231086657497
P.107 Sungai Buloh,expenditure_avg_norm,63.7864199074653
P.108 Shah Alam,expenditure_avg_norm,67.23771414280355
P.109 Kapar,expenditure_avg_norm,41.26547455295736
P.110 Klang,expenditure_avg_norm,45.892209578591974
P.111 Kota Raja,expenditure_avg_norm,50.38139302238339
P.112 Kuala Langat,expenditure_avg_norm,39.002125797173946
P.113 Sepang,expenditure_avg_norm,47.13017381518068
P.126 Jelebu,expenditure_avg_norm,23.633862698511944
P.127 Jempol,expenditure_avg_norm,19.382268350631488
P.128 Seremban,expenditure_avg_norm,38.63948980867825
P.129 Kuala Pilah,expenditure_avg_norm,25.772164561710643
P.130 Rasah,expenditure_avg_norm,41.54057771664374
P.131 Rembau,expenditure_avg_norm,25.859697386519944
P.132 Port Dickson,expenditure_avg_norm,27.94798049268476
P.133 Tampin,expenditure_avg_norm,23.083656371139174
P.134 Masjid Tanah,expenditure_avg_norm,31.086657496561212
P.135 Alor Gajah,expenditure_avg_norm,37.40152557208954
P.136 Tangga Batu,expenditure_avg_norm,44.016506189821186
P.137 Hang Tuah Jaya,expenditure_avg_norm,44.81680630236339
P.138 Kota Melaka,expenditure_avg_norm,36.81380517694136
P.139 Jasin,expenditure_avg_norm,37.28898336876328
P.140 Segamat,expenditure_avg_norm,28.798299362260845
P.141 Sekijang,expenditure_avg_norm,29.336001000375138
P.142 Labis,expenditure_avg_norm,27.32274602976116
P.143 Pagoh,expenditure_avg_norm,23.133675128173063
P.144 Ledang,expenditure_avg_norm,30.011254220332628
P.145 Bakri,expenditure_avg_norm,41.70313867700388
P.146 Muar,expenditure_avg_norm,43.90396398649493
P.147 Parit Sulong,expenditure_avg_norm,32.97486557459047
P.148 Ayer Hitam,expenditure_avg_norm,28.448168063023633
P.149 Sri Gading,expenditure_avg_norm,34.33787670376391
P.150 Batu Pahat,expenditure_avg_norm,34.05026885081905
P.151 Simpang Renggam,expenditure_avg_norm,18.244341628110543
P.152 Kluang,expenditure_avg_norm,24.70926597474053
P.153 Sembrong,expenditure_avg_norm,19.35725897211454
P.154 Mersing,expenditure_avg_norm,17.21895710891584
P.155 Tenggara,expenditure_avg_norm,28.898336876328624
P.156 Kota Tinggi,expenditure_avg_norm,19.957484056521192
P.157 Pengerang,expenditure_avg_norm,27.285231961985748
P.158 Tebrau,expenditure_avg_norm,40.865324496686256
P.159 Pasir Gudang,expenditure_avg_norm,33.299987495310745
P.160 Johor Bahru,expenditure_avg_norm,47.717894210328865
P.161 Pulai,expenditure_avg_norm,49.75615855945979
P.162 Iskandar Puteri,expenditure_avg_norm,55.35825934725521
P.163 Kulai,expenditure_avg_norm,36.93885206952608
P.164 Pontian,expenditure_avg_norm,24.85932224584219
P.165 Tanjung Piai,expenditure_avg_norm,23.796423658872076
P.167 Kudat,expenditure_avg_norm,8.215580842816056
P.168 Kota Marudu,expenditure_avg_norm,6.602475928473176
P.169 Kota Belud,expenditure_avg_norm,6.539952482180816
P.170 Tuaran,expenditure_avg_norm,13.555083156183567
P.171 Sepanggar,expenditure_avg_norm,15.943478804551706
P.172 Kota Kinabalu,expenditure_avg_norm,30.536451169188442
P.173 Putatan,expenditure_avg_norm,16.55620857821683
P.174 Penampang,expenditure_avg_norm,17.2814805552082
P.175 Papar,expenditure_avg_norm,13.142428410653995
P.176 Kimanis,expenditure_avg_norm,9.128423158684509
P.177 Beaufort,expenditure_avg_norm,8.740777791671878
P.178 Sipitang,expenditure_avg_norm,6.790046267350256
P.179 Ranau,expenditure_avg_norm,10.003751406777543
P.180 Keningau,expenditure_avg_norm,12.954858071776915
P.181 Tenom,expenditure_avg_norm,9.478554457921721
P.182 Pensiangan,expenditure_avg_norm,7.090158809553582
P.183 Beluran,expenditure_avg_norm,0.0
P.184 Libaran,expenditure_avg_norm,12.967362761035385
P.185 Batu Sapi,expenditure_avg_norm,21.545579592347128
P.186 Sandakan,expenditure_avg_norm,23.896461172939855
P.187 Kinabatangan,expenditure_avg_norm,0.850318869576089
P.188 Lahad Datu,expenditure_avg_norm,11.44179067150181
P.189 Semporna,expenditure_avg_norm,9.39102163311242
P.190 Tawau,expenditure_avg_norm,8.828310616481179
P.191 Kalabakan,expenditure_avg_norm,13.667625359509817
P.192 Mas Gading,expenditure_avg_norm,13.655120670251346
P.193 Santubong,expenditure_avg_norm,19.132174565462048
P.194 Petra Jaya,expenditure_avg_norm,30.16131049143429
P.195 Bandar Kuching,expenditure_avg_norm,32.62473427535326
P.196 Stampin,expenditure_avg_norm,32.72477178942103
P.197 Kota Samarahan,expenditure_avg_norm,23.446292359634864
P.198 Puncak Borneo,expenditure_avg_norm,13.90521445542078
P.199 Serian,expenditure_avg_norm,9.941227960485183
P.200 Batang Sadong,expenditure_avg_norm,5.9522320870326375
P.201 Batang Lupar,expenditure_avg_norm,5.9522320870326375
P.202 Sri Aman,expenditure_avg_norm,12.19207202701013
P.203 Lubok Antu,expenditure_avg_norm,11.716893835188198
P.204 Betong,expenditure_avg_norm,12.754783043641364
P.205 Saratok,expenditure_avg_norm,11.241715643366259
P.206 Tanjong Manis,expenditure_avg_norm,11.841940727772911
P.207 Igan,expenditure_avg_norm,8.228085532074527
P.208 Sarikei,expenditure_avg_norm,15.193197449043392
P.209 Julau,expenditure_avg_norm,8.453169938727022
P.210 Kanowit,expenditure_avg_norm,8.11554332874828
P.211 Lanang,expenditure_avg_norm,21.007877954232836
P.212 Sibu,expenditure_avg_norm,23.671376766287356
P.213 Mukah,expenditure_avg_norm,14.117794172814808
P.214 Selangau,expenditure_avg_norm,10.603976491184195
P.215 Kapit,expenditure_avg_norm,16.63123671376766
P.216 Hulu Rajang,expenditure_avg_norm,6.990121295485807
P.217 Bintulu,expenditure_avg_norm,22.57096411154183
P.218 Sibuti,expenditure_avg_norm,11.016631236713767
P.219 Miri,expenditure_avg_norm,28.660747780417655
P.220 Baram,expenditure_avg_norm,6.639989996248591
P.221 Limbang,expenditure_avg_norm,19.3322495935976
P.222 Lawas,expenditure_avg_norm,18.144304114042765
P.114 Kepong,expenditure_avg_norm,58.1718144304114
P.115 Batu,expenditure_avg_norm,49.63111166687507
P.116 Wangsa Maju,expenditure_avg_norm,49.01838189320995
